,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
18,2012110098,3,4,2016/12/04,5925,7,5,11.0,15,14,21.0,7.0,0,0,1154,57.0,2,1800,4,110.5,36.9,566,4,0,0,0,0,1,0,0,970.0
19,2012110098,3,4,2016/11/06,5896,8,5,11.0,16,9,7.6,4.0,1,1,1154,56.0,2,1800,4,110.1,36.2,562,2,0,0,0,0,0,0,1,3856.7
20,2012110098,3,4,2016/10/23,5882,5,5,11.0,16,8,1.7,1.0,0,0,5386,57.5,2,2100,4,130.3,37.9,560,-2,0,0,0,0,0,0,0,0.0
21,2012110098,3,4,2016/10/01,5860,9,6,11.0,11,9,5.1,4.0,0,1,1018,57.5,2,2000,3,121.7,36.1,562,2,0,0,0,0,0,0,1,905.7
22,2012110098,3,4,2016/05/08,5712,5,6,10.0,15,8,1.9,1.0,1,1,5386,57.0,2,2100,4,130.4,38.3,560,-4,0,0,0,0,0,0,0,2235.7
23,2012110098,3,4,2016/03/12,5654,9,6,11.0,12,5,2.2,1.0,1,1,894,56.0,2,2000,4,124.3,36.2,564,6,0,0,0,0,0,0,0,2225.9
24,2012110098,3,4,2016/02/20,5631,5,3,10.0,14,8,2.3,1.0,1,1,1075,56.0,2,2100,3,130.4,36.7,558,4,0,0,0,0,0,0,0,1850.1
7,2010110078,3,6,2016/12/04,5925,7,5,11.0,15,2,2.2,1.0,0,1,666,57.0,2,1800,4,110.1,37.0,514,10,0,0,0,0,1,0,0,3992.4
8,2010110078,3,6,2016/11/03,5893,45,6,11.0,14,9,2.4,2.0,1,1,666,57.0,2,2100,2,135.3,38.6,504,-6,0,0,0,0,1,0,0,8000.0
9,2010110078,3,6,2016/09/28,5856,43,5,11.0,13,10,1.8,1.0,1,1,666,56.0,2,1800,2,112.0,37.0,510,4,0,0,0,0,0,1,0,3200.0
10,2010110078,3,6,2016/04/16,5689,9,6,11.0,16,9,1.8,1.0,1,1,666,57.0,2,1800,4,109.9,36.8,506,4,0,0,0,0,0,0,1,3656.7
11,2010110078,3,6,2016/03/17,5659,48,6,10.0,12,2,1.4,1.0,1,1,666,55.0,2,1900,4,121.2,38.2,502,-6,0,0,0,0,0,0,1,2100.0
12,2010110078,3,5,2015/10/03,5490,9,6,11.0,12,2,5.5,3.0,1,1,666,55.0,2,2000,3,124.6,36.6,508,8,0,0,0,0,0,0,1,3546.2
13,2010110078,3,5,2015/09/19,5475,9,6,11.0,11,6,9.9,7.0,1,1,666,57.0,2,1800,4,112.0,36.3,500,-8,0,0,0,0,0,0,0,1843.1
