,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
5,2016105188,3,5,2021/10/06,7725,44,5,11.0,13,1,3.4,2.0,0,1,1088,56.0,2,1200,3,70.4,35.5,486,0,1,0,0,0,0,1,0,700.0
6,2016105188,3,5,2021/02/21,7492,5,6,11.0,16,16,6.0,3.0,0,0,1088,57.0,2,1600,4,94.9,35.5,490,-4,0,0,0,0,1,0,0,1500.0
7,2016105188,3,5,2021/01/31,7471,5,6,11.0,16,3,2.5,1.0,1,1,1088,56.0,2,1400,3,82.3,35.1,494,2,0,0,0,0,0,0,1,3857.4
8,2016105188,3,4,2020/12/13,7422,6,5,11.0,16,12,3.0,1.0,0,1,1088,56.0,2,1200,4,69.8,35.4,492,0,0,0,0,0,0,0,1,1416.4
9,2016105188,3,4,2020/10/24,7371,8,6,11.0,16,2,3.6,2.0,1,1,1088,56.0,2,1200,2,69.4,34.4,492,8,0,0,0,0,0,0,0,2233.6
10,2016105188,3,4,2020/07/12,7266,9,5,11.0,16,5,3.6,1.0,0,0,1088,56.0,2,1400,3,82.7,36.3,484,-2,0,0,0,0,0,0,1,0.0
11,2016105188,3,4,2020/06/13,7236,9,3,11.0,14,12,2.0,1.0,0,1,1102,57.0,2,1400,1,82.4,36.1,486,-4,0,0,0,0,0,0,0,890.2
9,2014106474,3,7,2021/10/11,7730,35,5,11.0,16,3,5.6,4.0,0,0,1126,57.0,2,1600,1,96.1,36.7,529,-2,0,0,0,0,1,0,0,0.0
10,2014106474,3,7,2021/05/05,7569,43,4,11.0,12,12,11.2,5.0,0,0,1154,57.0,2,1600,3,100.8,40.2,531,-11,0,0,0,0,1,0,0,0.0
11,2014106474,3,7,2021/02/21,7492,5,6,11.0,16,9,6.0,4.0,0,0,1154,57.0,2,1600,4,95.7,35.9,542,8,0,0,0,0,1,0,0,0.0
12,2014106474,3,6,2020/12/06,7415,7,6,11.0,16,8,22.9,6.0,0,0,1154,57.0,2,1800,4,110.9,37.0,534,4,0,0,0,0,1,0,0,0.0
13,2014106474,3,6,2020/11/14,7392,5,6,11.0,16,6,5.1,3.0,1,1,1154,58.0,2,1600,4,95.0,35.4,530,1,0,0,0,0,0,0,1,3858.1
14,2014106474,3,6,2020/10/12,7359,35,3,11.0,16,11,3.5,1.0,0,0,1154,57.0,2,1600,3,93.1,35.0,529,-1,0,0,0,0,1,0,0,500.0
15,2014106474,3,6,2020/07/12,7266,9,5,11.0,16,6,11.0,5.0,1,1,1154,59.0,2,1400,3,81.8,34.4,530,1,0,0,0,0,0,0,1,3656.0
2,2015110017,1,6,2021/10/03,7722,6,6,11.0,16,16,15.3,5.0,0,0,1154,55.0,1,1200,4,67.8,34.5,504,0,0,0,0,0,1,0,0,1300.0
3,2015110017,1,6,2021/08/22,7679,10,3,11.0,18,12,5.8,2.0,0,1,1154,56.5,1,1200,3,68.4,35.2,504,6,0,0,0,0,0,0,1,989.2
4,2015110017,1,6,2021/03/28,7530,7,3,11.0,18,4,13.5,6.0,0,0,1154,55.0,1,1200,2,69.5,35.4,498,-2,0,0,0,0,1,0,0,1300.0
5,2015110017,1,6,2021/01/31,7471,7,6,11.0,18,15,4.1,1.0,0,0,1102,56.5,1,1200,4,69.7,36.0,500,5,0,0,0,0,0,0,1,0.0
6,2015110017,1,5,2020/11/03,7381,44,5,9.0,16,2,5.9,4.0,0,0,1154,55.0,2,1200,3,71.2,37.8,495,-7,1,0,0,0,1,0,0,600.0
7,2015110017,1,5,2020/10/04,7351,6,5,11.0,16,2,3.9,2.0,0,0,1154,55.0,1,1200,4,69.3,36.5,502,-6,0,0,0,0,1,0,0,0.0
8,2015110017,1,5,2020/08/23,7308,10,6,11.0,18,10,3.9,1.0,0,1,1154,56.5,1,1200,3,68.1,35.7,508,14,0,0,0,0,0,0,1,1618.2
5,2015105676,3,6,2021/08/05,7662,44,6,11.0,12,10,1.5,1.0,0,1,5420,57.0,2,1600,4,99.3,38.9,516,5,1,0,0,0,0,0,0,500.0
6,2015105676,3,6,2021/05/26,7590,45,6,11.0,14,6,1.6,1.0,1,1,5420,57.0,2,1600,4,99.5,37.9,511,-8,0,0,0,0,0,0,0,1400.0
7,2015105676,3,6,2021/03/16,7518,54,5,3.0,12,8,5.3,4.0,0,1,5269,56.0,2,1400,2,89.4,40.6,519,8,0,0,0,0,0,0,1,270.0
8,2015105676,3,5,2020/12/29,7438,44,6,10.0,16,3,27.9,5.0,0,0,5269,57.0,2,2000,4,127.8,37.2,511,-4,1,0,0,0,1,0,0,0.0
9,2015105676,3,5,2020/12/09,7418,44,5,11.0,16,9,1.4,1.0,0,1,5269,58.0,2,1800,4,112.5,37.6,515,10,1,0,0,0,0,0,0,440.0
10,2015105676,3,5,2020/10/12,7359,35,3,11.0,16,2,31.0,7.0,0,1,5269,57.0,2,1600,3,93.0,35.3,505,-7,0,0,0,0,1,0,0,800.0
11,2015105676,3,5,2020/09/29,7345,43,5,11.0,8,8,1.2,1.0,1,1,5269,57.0,2,1600,3,100.6,36.6,512,-8,0,0,0,0,0,0,0,500.0
11,2015106125,3,6,2021/10/06,7725,44,5,11.0,13,5,2.4,1.0,0,1,641,56.0,2,1200,3,70.4,35.9,511,4,1,0,0,0,0,1,0,1225.0
