,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
18,2000107570,3,6,2006/11/25,2195,5,6,11,15,6,6.3,2.0,0,0,732,57.0,2,2100,4,129.5,36.9,510,4,0,0,0,0,1,0,0,0.0
19,2000107570,3,6,2006/11/02,2172,45,5,10,14,6,2.0,1.0,1,1,732,57.0,2,1600,4,99.6,38.4,506,0,0,0,0,0,1,0,0,8000.0
20,2000107570,3,6,2006/10/09,2148,35,6,10,14,6,5.0,2.0,1,1,732,57.0,2,1600,4,96.6,,506,3,0,0,0,0,1,0,0,6000.0
21,2000107570,3,6,2006/05/05,1989,43,6,10,13,9,3.3,2.0,0,1,732,57.0,2,1600,4,98.9,37.6,503,-11,0,0,0,0,1,0,0,2100.0
22,2000107570,3,6,2006/03/20,1942,54,6,10,12,4,1.1,1.0,1,1,732,59.0,2,1400,2,88.4,38.0,514,-4,0,0,0,0,0,0,1,3000.0
14,1999101279,3,7,2006/11/22,2192,42,6,10,11,2,7.2,4.0,0,0,1018,56.0,2,2000,2,127.8,37.9,530,-2,0,0,0,0,0,1,0,0.0
15,1999101279,3,7,2006/10/28,2167,5,6,11,16,16,204.8,16.0,0,0,0,57.0,2,1600,4,97.4,37.9,532,-15,0,0,0,0,0,0,1,0.0
16,1999101279,3,7,2006/10/10,2149,46,6,9,11,2,4.9,4.0,0,0,1018,58.0,2,2100,4,139.6,,547,17,0,0,0,0,0,0,1,0.0
17,1999101279,3,7,2006/07/17,2063,35,5,10,14,4,9.5,6.0,1,1,1018,57.0,2,2000,4,127.0,,530,-6,0,0,0,0,0,0,1,3000.0
18,1999101279,3,7,2006/07/01,2047,8,4,11,12,12,9.6,6.0,0,0,1018,57.5,2,1800,3,111.6,36.6,536,8,0,0,0,0,0,0,0,0.0
6,2001110220,3,5,2006/11/25,2195,5,6,11,15,7,2.3,1.0,0,1,666,57.0,2,2100,4,128.7,36.3,486,4,0,0,0,0,1,0,0,5294.8
