,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,order_complex,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
9,2017101010,3,4,2021/04/18,7551,9,6,11.0,16,4,2.9,1.0,1,1,1154,56.0,2,1800,2,109.0,37.0,494,0,0,0,0,0,0,0,1,3657.4
10,2017101010,3,4,2021/03/21,7523,7,4,11.0,15,4,2.1,1.0,1,1,1126,57.0,2,1800,1,109.3,37.2,494,4,0,0,0,0,0,0,0,2234.3
11,2017101010,3,3,2020/12/29,7438,44,6,10.0,16,1,18.2,4.0,0,0,1126,55.0,2,2000,4,127.1,36.3,490,0,0,0,0,0,1,0,0,0.0
12,2017101010,3,3,2020/12/20,7429,9,6,10.0,16,5,2.7,1.0,0,1,1126,55.0,2,1800,4,111.9,36.0,490,2,0,0,0,0,0,0,0,930.2
13,2017101010,3,3,2020/11/14,7392,9,6,10.0,16,2,2.0,1.0,1,1,1126,55.0,2,1800,4,112.3,36.7,488,0,0,0,0,0,0,0,0,1856.4
14,2017101010,3,3,2020/10/31,7378,8,6,12.0,14,11,2.1,1.0,1,1,1126,55.0,2,1800,4,110.3,36.2,488,6,0,0,0,0,0,0,0,1100.0
15,2017101010,3,3,2020/05/24,7216,8,6,10.0,16,3,5.3,2.0,0,0,1093,56.0,2,1800,4,112.1,37.6,482,4,0,0,0,0,0,0,0,0.0
6,2012104314,2,9,2021/02/17,7488,44,6,11.0,15,15,5.6,3.0,0,0,5420,56.0,2,2600,3,168.7,40.3,452,5,0,0,0,0,0,0,0,0.0
7,2012104314,2,8,2020/12/29,7438,44,6,10.0,16,8,35.8,8.0,0,0,5380,57.0,2,2000,4,127.8,36.6,447,1,0,0,0,0,1,0,0,0.0
8,2012104314,2,8,2020/12/09,7418,44,5,11.0,16,1,5.1,2.0,0,1,5524,57.0,2,1800,4,112.5,36.8,446,0,0,0,0,0,0,0,0,770.0
