,horse_id,sex,age,date,dateforda,track,weather,race_num,horse_num_anim,horse_num,odds,popularity,order,jockey,weight,dirt_grass,distance,condition,time,3furlong,horse_weight,weight_incdec,same_track,g1_age3,g2_age3,g3_age3,g1_age4,g2_age4,g3_age4,money
3,2017103843,3,5,2022/11/27,8149,9,6,11.0,16,3,3.0,1.0,1,1140,56.5,2,2000,3,123.7,37.3,524,6,0,0,0,0,0,0,0,2235.0
4,2017103843,3,5,2022/10/23,8114,5,6,11.0,15,11,2.8,1.0,1,1162,55.0,2,2100,4,130.0,35.5,518,-2,0,0,0,0,0,0,0,2337.8
5,2017103843,3,5,2022/09/18,8078,6,3,11.0,16,13,8.2,4.0,0,1162,56.0,2,1800,1,110.7,36.2,520,-2,0,0,0,0,0,0,0,554.8
6,2017103843,3,5,2022/04/30,7935,5,6,9.0,14,10,15.6,7.0,1,1140,57.0,2,2100,2,128.1,34.0,522,-2,0,0,0,0,0,0,0,1870.1
7,2017103843,3,5,2022/04/03,7908,6,5,11.0,9,6,16.0,6.0,0,1140,57.0,1,2000,3,122.3,35.5,524,-2,0,0,0,0,0,0,0,0.0
5,2019101623,3,3,2022/12/04,8157,7,6,11.0,16,9,14.3,5.0,0,666,56.0,2,1800,4,112.6,37.1,516,-13,0,0,0,0,1,0,0,0.0
6,2019101623,3,3,2022/09/28,8088,43,6,11.0,13,3,5.3,4.0,0,1126,55.0,2,1800,4,114.6,41.2,529,3,0,0,0,0,0,1,1,0.0
7,2019101623,3,3,2022/07/13,8011,44,5,11.0,14,14,5.6,4.0,1,666,56.0,2,2000,1,124.6,38.3,526,9,1,1,0,0,0,0,0,6000.0
8,2019101623,3,3,2022/05/04,7940,50,6,8.0,12,3,3.9,2.0,0,666,56.0,2,1870,4,122.7,39.5,517,9,0,0,0,0,0,1,1,1400.0
9,2019101623,3,3,2022/03/26,7900,6,5,10.0,8,8,4.1,2.0,0,666,56.0,2,1800,3,112.2,37.9,508,-2,0,0,0,0,0,0,0,725.0
4,2017106404,3,5,2022/11/03,8125,35,4,12.0,15,6,5.7,3.0,0,1115,57.0,2,2000,4,123.3,36.7,504,4,0,0,0,0,1,0,0,500.0
5,2017106404,3,5,2022/06/29,7996,44,6,11.0,9,9,19.2,5.0,1,1115,57.0,2,2000,4,123.3,37.0,500,-6,1,0,0,0,1,0,0,8000.0
6,2017106404,3,5,2022/05/21,7957,7,5,11.0,16,5,7.0,3.0,0,1115,57.0,2,1900,4,117.8,36.4,506,14,0,0,0,0,0,0,0,958.1
7,2017106404,3,5,2022/03/27,7901,6,5,11.0,16,12,5.8,2.0,1,1115,57.0,2,1800,2,110.2,36.5,492,-16,0,0,0,0,0,0,0,3857.4
8,2017106404,3,4,2021/12/05,7786,7,5,11.0,16,15,24.8,10.0,0,1115,57.0,2,1800,4,111.1,36.6,508,-2,0,0,0,0,1,0,0,0.0
6,2017100988,3,5,2022/12/04,8157,7,6,11.0,16,2,51.9,11.0,0,732,57.0,2,1800,4,112.6,36.7,540,2,0,0,0,0,1,0,0,0.0
7,2017100988,3,5,2022/11/06,8128,9,6,11.0,16,14,90.7,11.0,1,732,56.0,2,1800,4,111.6,36.5,538,0,0,0,0,0,0,0,0,4057.4
8,2017100988,3,5,2022/10/01,8092,7,6,11.0,16,5,10.3,5.0,0,732,57.0,2,1900,4,120.0,40.3,538,-8,0,0,0,0,0,0,0,0.0
9,2017100988,3,5,2022/05/21,7957,7,5,11.0,16,9,13.6,4.0,0,732,57.0,2,1900,4,118.3,37.5,546,2,0,0,0,0,0,0,0,0.0
10,2017100988,3,5,2022/02/20,7863,5,4,11.0,16,9,55.6,14.0,0,1096,57.0,2,1600,2,95.3,35.8,544,-8,0,0,0,0,1,0,0,0.0
5,2017105395,3,5,2022/12/08,8161,44,6,11.0,16,16,14.0,8.0,1,5380,57.0,2,1800,1,111.6,38.0,490,-6,1,0,0,0,0,0,0,2200.0
6,2017105395,3,5,2022/10/19,8110,42,6,11.0,12,3,31.6,6.0,1,5380,58.0,2,2000,2,128.9,40.4,496,-8,0,0,0,0,0,0,0,1200.0
7,2017105395,3,5,2022/08/25,8054,45,5,11.0,14,5,15.5,4.0,0,5524,57.0,2,1600,4,103.7,41.3,504,0,0,0,0,0,0,0,0,0.0
8,2017105395,3,5,2022/06/25,7992,9,4,11.0,16,7,11.5,5.0,0,1171,57.0,2,1400,4,85.9,38.2,504,-2,0,0,0,0,0,0,0,0.0
9,2017105395,3,5,2022/04/17,7922,9,6,11.0,16,2,40.7,11.0,0,1154,56.0,2,1800,4,112.0,38.5,506,-2,0,0,0,0,0,0,0,0.0
2,2017100024,1,5,2022/11/30,8152,43,5,11.0,14,7,2.2,1.0,0,1095,57.5,2,1800,3,116.3,42.5,480,6,0,0,0,0,0,0,0,500.0
3,2017100024,1,5,2022/11/03,8125,35,5,10.0,11,2,1.7,1.0,0,1095,55.0,2,1800,4,110.3,36.5,474,-4,0,0,0,0,1,0,0,1200.0
4,2017100024,1,5,2022/10/06,8097,44,5,11.0,12,2,1.4,1.0,0,1095,57.0,2,1800,2,111.9,37.3,478,-2,1,0,0,0,0,1,1,620.0
5,2017100024,1,5,2022/07/06,8004,45,5,11.0,10,10,1.3,1.0,1,1095,58.0,2,1600,4,101.1,39.4,480,-4,0,0,0,0,0,0,0,2500.0
6,2017100024,1,5,2022/05/05,7941,43,6,11.0,14,1,4.1,2.0,1,1095,55.0,2,1600,3,98.9,38.4,484,5,0,0,0,0,1,0,0,8000.0
7,2018104021,3,4,2022/12/01,8154,50,6,11.0,11,6,1.9,1.0,1,5328,56.0,2,1870,3,122.2,39.3,512,-1,0,0,0,0,0,0,0,3000.0
8,2018104021,3,4,2022/09/29,8089,50,5,11.0,9,4,4.8,3.0,1,5328,56.0,2,1700,3,109.2,37.0,513,-12,0,0,0,0,0,0,0,800.0
9,2018104021,3,4,2022/08/25,8054,50,5,9.0,7,4,1.1,1.0,1,5328,56.0,2,1700,3,113.0,37.7,525,3,0,0,0,0,0,0,0,250.0
10,2018104021,3,4,2022/07/07,8005,45,5,11.0,7,6,1.4,1.0,1,5404,57.0,2,2100,4,140.0,38.1,522,0,0,0,0,0,0,0,0,600.0
11,2018104021,3,4,2022/06/16,7983,45,5,11.0,14,2,5.3,4.0,0,5404,57.0,2,2000,3,130.6,39.6,522,2,0,0,0,0,0,0,0,240.0
4,2017103602,3,5,2022/12/08,8161,44,6,11.0,16,10,9.5,5.0,0,5365,58.0,2,1800,1,113.6,40.0,498,6,1,0,0,0,0,0,0,0.0
5,2017103602,3,5,2022/11/02,8124,44,6,11.0,16,2,4.1,2.0,0,5365,58.0,2,1600,4,99.5,37.4,492,1,1,0,0,0,0,0,0,0.0
6,2017103602,3,5,2022/07/27,8025,44,6,11.0,12,12,8.6,5.0,1,5365,57.0,2,1600,2,98.2,37.8,491,2,1,0,0,0,0,0,0,2500.0
7,2017103602,3,5,2022/06/22,7989,43,5,11.0,10,2,6.4,3.0,0,5365,56.0,2,1800,3,115.1,38.9,489,-1,0,0,0,0,0,0,0,160.0
8,2017103602,3,5,2022/05/18,7954,45,6,11.0,14,2,12.2,6.0,0,5365,57.0,2,1600,2,101.2,38.9,490,1,0,0,0,0,0,0,0,490.0
5,2019103502,3,3,2022/12/08,8161,44,6,11.0,16,1,7.5,3.0,0,5443,55.0,2,1800,1,113.5,39.2,513,5,1,0,0,0,0,0,0,0.0
6,2019103502,3,3,2022/11/01,8123,44,5,11.0,10,3,6.4,4.0,0,5420,58.0,2,2000,4,126.1,39.5,508,1,1,0,0,0,0,0,0,234.0
7,2019103502,3,3,2022/05/12,7948,44,3,11.0,15,15,40.4,9.0,1,5420,56.0,2,1800,3,112.4,38.8,507,-2,1,0,0,0,0,0,0,3500.0
8,2019103502,3,3,2022/03/09,7883,44,6,10.0,16,4,5.8,4.0,0,5443,56.0,2,1800,4,114.8,38.2,509,6,1,0,0,0,0,0,0,87.5
9,2019103502,3,3,2022/01/26,7838,44,6,10.0,14,12,7.0,4.0,1,5443,56.0,2,1700,4,109.4,38.5,503,-2,1,0,0,0,0,0,0,350.0
4,2016104163,3,6,2022/12/08,8161,44,6,11.0,16,3,3.7,1.0,0,5404,57.0,2,1800,1,112.3,38.4,529,-5,1,0,0,0,0,0,0,440.0
5,2016104163,3,6,2022/05/05,7941,43,6,11.0,14,6,6.3,4.0,0,5443,57.0,2,1600,3,100.8,40.1,534,3,0,0,0,0,1,0,0,800.0
6,2016104163,3,6,2022/03/24,7898,43,6,11.0,14,7,2.7,1.0,0,5549,58.0,2,1600,1,100.6,38.4,531,-14,0,0,0,0,0,0,0,735.0
